id,businessLineSlug,categorySlug,type,nameEn,nameAr,shortDescEn,shortDescAr,longDescEn,longDescAr,amountMinEgp,amountMaxEgp,tenureMinMonths,tenureMaxMonths,installmentPeriod,flatInterestRatePct,decliningInterestRatePct,adminFeePct,adminFeeMinEgp,adminFeeMaxEgp,insuranceRequired,minDownPaymentPct,earlySettlementFeePct,latePaymentFeePct,isActive
cmwv74dctwpbsvcqef34l72sv,consumer-financing,auto-loan,AUTO_LOAN,Promo bundle plus offer,باقة برومو بلس عرض,A limited promotional auto loan offer.,تمويل السيارات - عرض ترويجي محدود.,"A limited promotional auto loan offer, offered at our lowest financing cost with a 20% down payment. A 14.34% flat rate (25.5% declining), terms run 12–60 months, you arrange your own external motor insurance, early settlement is available. Finance from EGP 15,000 up to EGP 15,000,000.","تمويل السيارات - عرض ترويجي محدود، ويُقدَّم بأقل تكلفة تمويل لدينا بمقدم 20%. بمعدل ثابت 14.34% (متناقص 25.5%)، وفترة سداد من 12 إلى 60 شهرًا، مع تأمين خارجي على الأصل يوفّره العميل، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 15,000,000 جنيه.",15000,15000000,12,60,MONTHLY,14.34,25.5,,0,,TRUE,20,10,10,TRUE
cmegq0tl7xk8qpnza7d3p6ca2,consumer-financing,auto-loan,AUTO_LOAN,Promo Extra Bundle,برومو باقة إضافية,A limited promotional auto loan offer.,تمويل السيارات - عرض ترويجي محدود.,"A limited promotional auto loan offer, offered at a competitive financing cost with a 20% down payment. A 14.93% flat rate (26.5% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 15,000,000.","تمويل السيارات - عرض ترويجي محدود، ويُقدَّم بتكلفة تمويل تنافسية بمقدم 20%. بمعدل ثابت 14.93% (متناقص 26.5%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 15,000,000 جنيه.",15000,15000000,12,60,MONTHLY,14.93,26.5,,0,,FALSE,20,10,10,TRUE
cm132s7l7ukyoywjbs1cuanwc,consumer-financing,auto-loan,AUTO_LOAN,Promo Bundle insurance,برومو باقة تأمين,A limited promotional auto loan offer.,تمويل السيارات - عرض ترويجي محدود.,"A limited promotional auto loan offer, offered at an above-average cost for added flexibility with no down payment required. A 19.96% flat rate (35.0% declining).","تمويل السيارات - عرض ترويجي محدود، ويُقدَّم بتكلفة أعلى من المتوسط مقابل مرونة إضافية بدون مقدم. بمعدل ثابت 19.96% (متناقص 35.0%).",,,500000,,MONTHLY,19.96,35,,0,,,0,,10,TRUE
cmi68m5tupayjkhj0f10tcgf5,consumer-financing,auto-loan,AUTO_LOAN,Porsche,بورش,A limited promotional auto loan offer.,تمويل السيارات - عرض ترويجي محدود.,"A limited promotional auto loan offer, offered at a competitive financing cost with a low 10% down payment. A 16.42% flat rate (29.05% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000. It also offers a residual/balloon option (up to 40%) to keep monthly installments lower.","تمويل السيارات - عرض ترويجي محدود، ويُقدَّم بتكلفة تمويل تنافسية بمقدم منخفض 10%. بمعدل ثابت 16.42% (متناقص 29.05%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه. كما يتيح خيار القيمة المتبقية (حتى 40%) لتخفيض القسط الشهري.",15000,10000000,12,60,MONTHLY,16.42,29.05,,60000,,FALSE,10,1,10,TRUE
cm1b1c09oqsvvagblusgagyju,consumer-financing,auto-loan,AUTO_LOAN,Porsche - Used,بورش - المستعملة,"A limited promotional auto loan offer, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - عرض ترويجي محدود، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A limited promotional auto loan offer, for used vehicles (subject to car-age and mileage limits), offered at a mid-range cost with a low 10% down payment. A 17.01% flat rate (30.05% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000.","تمويل السيارات - عرض ترويجي محدود، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة متوسطة بمقدم منخفض 10%. بمعدل ثابت 17.01% (متناقص 30.05%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه.",15000,10000000,12,60,MONTHLY,17.01,30.05,,60000,,FALSE,10,1,10,TRUE
cmqie9fe19edrgc5b6imconp8,consumer-financing,auto-loan,AUTO_LOAN,Promo offer,برومو عرض,A limited promotional auto loan offer.,تمويل السيارات - عرض ترويجي محدود.,"A limited promotional auto loan offer, offered at our lowest financing cost with a 20% down payment. A 13.76% flat rate (24.5% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 15,000,000.","تمويل السيارات - عرض ترويجي محدود، ويُقدَّم بأقل تكلفة تمويل لدينا بمقدم 20%. بمعدل ثابت 13.76% (متناقص 24.5%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 15,000,000 جنيه.",15000,15000000,12,60,MONTHLY,13.76,24.5,,,,FALSE,20,10,10,TRUE
cmj6uolqfk2wp8pskb8am68ya,consumer-financing,auto-loan,AUTO_LOAN,Promo plus offer,برومو بلس عرض,A limited promotional auto loan offer.,تمويل السيارات - عرض ترويجي محدود.,"A limited promotional auto loan offer, offered at our lowest financing cost with a 20% down payment. A 14.34% flat rate (25.5% declining), terms run 12–60 months, you arrange your own external motor insurance, early settlement is available. Finance from EGP 15,000 up to EGP 15,000,000.","تمويل السيارات - عرض ترويجي محدود، ويُقدَّم بأقل تكلفة تمويل لدينا بمقدم 20%. بمعدل ثابت 14.34% (متناقص 25.5%)، وفترة سداد من 12 إلى 60 شهرًا، مع تأمين خارجي على الأصل يوفّره العميل، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 15,000,000 جنيه.",15000,15000000,12,60,MONTHLY,14.34,25.5,,0,,TRUE,20,,10,TRUE
cmk6pen5nl7nbef20ta5ot8vc,consumer-financing,auto-loan,AUTO_LOAN,GLC OFFER,GLC عرض,A limited promotional auto loan offer.,تمويل السيارات - عرض ترويجي محدود.,"A limited promotional auto loan offer, offered at our lowest financing cost with a larger 60% down payment that lowers your total financing. A 9.59% flat rate (17.25% declining), terms run 12–12 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000.","تمويل السيارات - عرض ترويجي محدود، ويُقدَّم بأقل تكلفة تمويل لدينا بمقدم أكبر 60% يقلّل إجمالي التمويل. بمعدل ثابت 9.59% (متناقص 17.25%)، وفترة سداد من 12 إلى 12 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه.",15000,10000000,12,12,MONTHLY,9.59,17.25,,60000,,FALSE,60,10,10,TRUE
cmff2ro2a9q7otajh4kldh04y,consumer-financing,auto-loan,AUTO_LOAN,GLC PLUS OFFER,GLC PLUS عرض,A limited promotional auto loan offer.,تمويل السيارات - عرض ترويجي محدود.,"A limited promotional auto loan offer, offered at a mid-range cost with a larger 60% down payment that lowers your total financing. A 18.17% flat rate (32.0% declining), terms run 24–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000.","تمويل السيارات - عرض ترويجي محدود، ويُقدَّم بتكلفة متوسطة بمقدم أكبر 60% يقلّل إجمالي التمويل. بمعدل ثابت 18.17% (متناقص 32.0%)، وفترة سداد من 24 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه.",15000,10000000,24,60,MONTHLY,18.17,32,,60000,,FALSE,60,10,10,TRUE
cmrrkyx8utkmllvahjz6an3sd,consumer-financing,jewelry,JEWELRY,"Gold, Silver, Jewelry",الذهب والفضة والمجوهرات,A standard gold & jewelry financing option.,تمويل الذهب والمجوهرات - الباقة القياسية.,"A standard gold & jewelry financing option, offered at a premium cost reflecting maximum flexibility with no down payment required. A 21.46% flat rate (37.5% declining), terms run 12–60 months, early settlement is available. Finance from EGP 15,000 up to EGP 1,000,000.","تمويل الذهب والمجوهرات - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بدون مقدم. بمعدل ثابت 21.46% (متناقص 37.5%)، وفترة سداد من 12 إلى 60 شهرًا، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 1,000,000 جنيه.",15000,1000000,12,60,MONTHLY,21.46,37.5,,0,,,0,10,10,TRUE
cmkx812k43raivwzrw3fs92oy,consumer-financing,auto-loan,TRAFFIC_SERVICE,Traffic Service,خدمات المرور,A standard vehicle licensing & traffic-service financing option.,تمويل خدمات المرور والترخيص - الباقة القياسية.,"A standard vehicle licensing & traffic-service financing option, offered at a mid-range cost with no down payment required. A 16.98% flat rate (30.0% declining), terms run 6–12 months, early settlement is available. Finance from EGP 5,000 up to EGP 500,000.","تمويل خدمات المرور والترخيص - الباقة القياسية، ويُقدَّم بتكلفة متوسطة بدون مقدم. بمعدل ثابت 16.98% (متناقص 30.0%)، وفترة سداد من 6 إلى 12 شهرًا، مع إتاحة السداد المبكر. تمويل من 5,000 إلى 500,000 جنيه.",5000,500000,6,12,MONTHLY,16.98,30,,0,,FALSE,0,10,10,TRUE
cmjd9hlzbfj1087u25alivi1r,consumer-financing,green-car,AUTO_LOAN,Green Car,السيارة الخضراء,A standard eco-friendly car financing option.,تمويل السيارات الصديقة للبيئة - الباقة القياسية.,"A standard eco-friendly car financing option, offered at a competitive financing cost with a 20% down payment. A 15.51% flat rate (27.5% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000.","تمويل السيارات الصديقة للبيئة - الباقة القياسية، ويُقدَّم بتكلفة تمويل تنافسية بمقدم 20%. بمعدل ثابت 15.51% (متناقص 27.5%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه.",15000,10000000,12,60,MONTHLY,15.51,27.5,,,,FALSE,20,10,10,TRUE
cmrtpi12tqeuose49xl4sxatk,consumer-financing,green-car,AUTO_LOAN,Green Car Plus,السيارة الخضراء Plus,A standard eco-friendly car financing option.,تمويل السيارات الصديقة للبيئة - الباقة القياسية.,"A standard eco-friendly car financing option, offered at a competitive financing cost with a larger 40% down payment that lowers your total financing. A 14.93% flat rate (26.5% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000.","تمويل السيارات الصديقة للبيئة - الباقة القياسية، ويُقدَّم بتكلفة تمويل تنافسية بمقدم أكبر 40% يقلّل إجمالي التمويل. بمعدل ثابت 14.93% (متناقص 26.5%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه.",15000,10000000,12,60,MONTHLY,14.93,26.5,,,,FALSE,40,10,10,TRUE
cmgfzalhn9ymluxwqrc2xwk4c,consumer-financing,green-car,AUTO_LOAN,Green Car Premier,السيارة الخضراء بريمير,A premium (Premier) tier of eco-friendly car financing.,تمويل السيارات الصديقة للبيئة - الفئة المميزة (بريمير).,"A premium (Premier) tier of eco-friendly car financing, offered at a competitive financing cost with a low 10% down payment. A 16.42% flat rate (29.05% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000.","تمويل السيارات الصديقة للبيئة - الفئة المميزة (بريمير)، ويُقدَّم بتكلفة تمويل تنافسية بمقدم منخفض 10%. بمعدل ثابت 16.42% (متناقص 29.05%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه.",15000,10000000,12,60,MONTHLY,16.42,29.05,,60000,,FALSE,10,10,10,TRUE
cmnjrzsylgd8nnkalnll4m4fd,consumer-financing,green-car,AUTO_LOAN,GREEN CAR USED,GREEN CAR المستعملة,"A standard eco-friendly car financing option, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات الصديقة للبيئة - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A standard eco-friendly car financing option, for used vehicles (subject to car-age and mileage limits), offered at a competitive financing cost with a larger 50% down payment that lowers your total financing. A 16.1% flat rate (28.5% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000.","تمويل السيارات الصديقة للبيئة - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة تمويل تنافسية بمقدم أكبر 50% يقلّل إجمالي التمويل. بمعدل ثابت 16.1% (متناقص 28.5%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه.",15000,10000000,12,60,MONTHLY,16.1,28.5,,,,FALSE,50,10,10,TRUE
cmbzt8liblowhwp44s49d25r7,consumer-financing,green-car,AUTO_LOAN,Green Cars - Managers & Staff - New,السيارة الخضراءs - المديرون والموظفون - الجديدة,An employees-only eco-friendly car financing programme.,تمويل السيارات الصديقة للبيئة - باقة الموظفين.,"An employees-only eco-friendly car financing programme, offered at our lowest financing cost with no down payment required. A 13.76% flat rate (24.5% declining), terms run 12–60 months, you arrange your own external motor insurance, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات الصديقة للبيئة - باقة الموظفين، ويُقدَّم بأقل تكلفة تمويل لدينا بدون مقدم. بمعدل ثابت 13.76% (متناقص 24.5%)، وفترة سداد من 12 إلى 60 شهرًا، مع تأمين خارجي على الأصل يوفّره العميل، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,60,MONTHLY,13.76,24.5,,0,,TRUE,0,0,10,TRUE
cm26dduptbfmk6tltmh56tfwl,consumer-financing,green-car,AUTO_LOAN,Green Cars - offer,السيارة الخضراءs - عرض,A limited promotional eco-friendly car financing offer.,تمويل السيارات الصديقة للبيئة - عرض ترويجي محدود.,"A limited promotional eco-friendly car financing offer, offered at a mid-range cost with a low 10% down payment. A 18.02% flat rate (31.75% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000.","تمويل السيارات الصديقة للبيئة - عرض ترويجي محدود، ويُقدَّم بتكلفة متوسطة بمقدم منخفض 10%. بمعدل ثابت 18.02% (متناقص 31.75%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه.",15000,10000000,12,60,MONTHLY,18.02,31.75,,60000,,FALSE,10,10,10,TRUE
cmz2pd9efd8n6iw3822yuubc8,consumer-financing,trucks,TRUCK_LOAN,Trucks - Standard New,الشاحنات - القياسية الجديدة,A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with a larger 30% down payment that lowers your total financing. A 22.94% flat rate (39.95% declining), terms run 12–48 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم أكبر 30% يقلّل إجمالي التمويل. بمعدل ثابت 22.94% (متناقص 39.95%)، وفترة سداد من 12 إلى 48 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,48,MONTHLY,22.94,39.95,,30000,,FALSE,30,0,10,TRUE
cm5cmxdzdcq3pz5u92o5ai4z3,consumer-financing,trucks,TRUCK_LOAN,Trucks - Standard Imported,الشاحنات - القياسية المستوردة,A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with a larger 30% down payment that lowers your total financing. A 27.71% flat rate (47.75% declining), terms run 12–48 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم أكبر 30% يقلّل إجمالي التمويل. بمعدل ثابت 27.71% (متناقص 47.75%)، وفترة سداد من 12 إلى 48 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,48,MONTHLY,27.71,47.75,,30000,,FALSE,30,0,10,TRUE
cmnal09mg3swgubfprsdwi0rr,consumer-financing,trucks,TRUCK_LOAN,Trucks - Flexible New,الشاحنات - المرنة الجديدة,A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with a 20% down payment. A 24.03% flat rate (41.75% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم 20%. بمعدل ثابت 24.03% (متناقص 41.75%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,60,MONTHLY,24.03,41.75,,30000,,FALSE,20,0,10,TRUE
cm2vbwvzd83og9c4twsym6p5u,consumer-financing,trucks,TRUCK_LOAN,Trucks - Flexible Imported,الشاحنات - المرنة المستوردة,A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with a 20% down payment. A 28.64% flat rate (49.25% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم 20%. بمعدل ثابت 28.64% (متناقص 49.25%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,60,MONTHLY,28.64,49.25,,30000,,FALSE,20,0,10,TRUE
cm62h3mmyjd40ko5xvamzl4jn,consumer-financing,trucks,TRUCK_LOAN,Trucks - Economy Imported,الشاحنات - الاقتصادية المستوردة,A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with a larger 50% down payment that lowers your total financing. A 26.64% flat rate (46.01% declining), terms run 12–48 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم أكبر 50% يقلّل إجمالي التمويل. بمعدل ثابت 26.64% (متناقص 46.01%)، وفترة سداد من 12 إلى 48 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,48,MONTHLY,26.64,46.01,,30000,,FALSE,50,0,10,TRUE
cmgyyxef81u9bbhrf3ukzc31t,consumer-financing,trucks,TRUCK_LOAN,Trucks - Economy Plus Used,الشاحنات - الاقتصادية بلس المستعملة,"A standard truck & commercial-vehicle financing option, for used vehicles (subject to car-age and mileage limits).","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A standard truck & commercial-vehicle financing option, for used vehicles (subject to car-age and mileage limits), offered at a premium cost reflecting maximum flexibility with a larger 50% down payment that lowers your total financing. A 28.64% flat rate (49.25% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم أكبر 50% يقلّل إجمالي التمويل. بمعدل ثابت 28.64% (متناقص 49.25%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,60,MONTHLY,28.64,49.25,,30000,,FALSE,50,0,10,TRUE
cmwxjxqxqakqpzw38j70aio9m,consumer-financing,trucks,TRUCK_LOAN,Trucks - Economy Used,الشاحنات - الاقتصادية المستعملة,"A standard truck & commercial-vehicle financing option, for used vehicles (subject to car-age and mileage limits).","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A standard truck & commercial-vehicle financing option, for used vehicles (subject to car-age and mileage limits), offered at a premium cost reflecting maximum flexibility with a larger 50% down payment that lowers your total financing. A 26.64% flat rate (46.01% declining), terms run 12–48 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم أكبر 50% يقلّل إجمالي التمويل. بمعدل ثابت 26.64% (متناقص 46.01%)، وفترة سداد من 12 إلى 48 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,48,MONTHLY,26.64,46.01,,30000,,FALSE,50,0,10,TRUE
cmmjlcb2w4qep0dsi5acqp4t8,consumer-financing,trucks,TRUCK_LOAN,Trucks - Economy Plus Imported,الشاحنات - الاقتصادية بلس المستوردة,A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with a larger 50% down payment that lowers your total financing. A 27.56% flat rate (47.51% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم أكبر 50% يقلّل إجمالي التمويل. بمعدل ثابت 27.56% (متناقص 47.51%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,60,MONTHLY,27.56,47.51,,30000,,FALSE,50,0,10,TRUE
cmie1nlw5mmukdzmh6avtml32,consumer-financing,trucks,TRUCK_LOAN,Trucks - Standard New (Extended),الشاحنات - القياسية الجديدة (ممتدة),A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with no down payment required. A 22.94% flat rate (39.95% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بدون مقدم. بمعدل ثابت 22.94% (متناقص 39.95%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,60,MONTHLY,22.94,39.95,,0,,FALSE,0,0,10,TRUE
cmv0oq9ccn4gjgvux9qs0jkfi,consumer-financing,trucks,TRUCK_LOAN,Trucks - Standard Imported (Extended),الشاحنات - القياسية المستوردة (ممتدة),A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with no down payment required. A 27.71% flat rate (47.75% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بدون مقدم. بمعدل ثابت 27.71% (متناقص 47.75%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,60,MONTHLY,27.71,47.75,,0,,FALSE,0,0,10,TRUE
cmc63aqdlk13v6sncwbx6wqlv,consumer-financing,trucks,TRUCK_LOAN,Trucks - Flexible New (Extended),الشاحنات - المرنة الجديدة (ممتدة),A standard truck & commercial-vehicle financing option.,تمويل الشاحنات والمركبات التجارية - الباقة القياسية.,"A standard truck & commercial-vehicle financing option, offered at a premium cost reflecting maximum flexibility with no down payment required. A 24.03% flat rate (41.75% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 50,000 up to EGP 8,000,000.","تمويل الشاحنات والمركبات التجارية - الباقة القياسية، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بدون مقدم. بمعدل ثابت 24.03% (متناقص 41.75%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 50,000 إلى 8,000,000 جنيه.",50000,8000000,12,60,MONTHLY,24.03,41.75,,0,,FALSE,0,0,10,TRUE
